PDBs	SD
Same	0.873417589014838
Same	1.9307782897855
Different	0.749006642139665
Different	0.992078525784294
Same	0.32801622919072
Same	0.227991025244418
Different	1.19234466764019
Different	0.54507703467109
Different	0.38490784221984
Different	1.04420001922197
Same	0.352165339981802
Different	0.536124252607859
Different	0.858780478644283
Same	1.12162055449269
Same	2.02446085667271
Same	1.07215136408089
Same	0.0327574287452484
Same	0.41023153463928
Different	1.78977646951285
Different	1.25411895829831
Same	0.665098981529819
Different	0.497942444357043
Same	2.8354288960935
Same	0.341255389454877
Different	1.27837073037633
Same	2.28865440865827
Different	0.422832949997593
Same	0.0956531627182308
Same	0.0348264231870018
Same	0.63185718463946
Different	0.599459968732276
Same	0.64022650050158
Same	0.251440100322124
Same	0.750825111206111
Same	0.000438406204334135
Different	1.33106866112822
Different	1.58965586032511
Same	0.127812379126593
Same	0.364569407137381
Different	0.0995053164827551
Same	0.879111036616536
Different	1.01253955335183
Same	0.507079707817718
Different	0.802119223829601
Same	0.514162089338078
Same	0.927760866469373
Different	1.18529088777003
Different	0.970417888467298
Same	1.99651811800056
Different	0.762069484181395
Different	2.52211483109721
Different	2.432769122813
Different	1.51512689243657
Different	1.32138712495238
Same	0.0211340074761033
Same	0.53068060103638
Same	0.61628527910417
Same	0.6340500950479
Same	0.46591611079525
Different	0.215979893351983
Same	1.71340599784231
Same	1.16218727052937
Same	0.625495344929119
Different	2.86732153324536
Same	0.682963598282515
Different	0.663942838008162
Same	0.990573868948954
Different	1.3899746490208
Same	0.925793695404115
Same	2.50866798494161
Different	0.100606445720442
Different	0.0136365542751851
Same	0.925109216039921
Different	1.90594192979229
Same	0.291784077722726
Different	0.394601651922966
Different	0.345513700183267
Same	4.00456136942768
Different	1.44848784645586
Different	0.405682330457056
Same	2.08511576925611
Same	0.393415828275883
Same	0.201374111786995
Different	0.999873737335119
Same	0.43196531283457
Different	0.00448283217769088
Different	0.723834172426254
Same	1.13389027135984
Same	1.67236976290293
Same	0.346897762295561
Different	1.56911944492763
Same	0.750812344224905
Same	0.704070715006668
Different	0.815947549265202
Different	1.03832669698318
Same	1.18125652620441
Same	0.132731721003308
Same	0.911155326996448
Different	0.470446431669255
Different	1.74365326744539
Different	0.627292103260114
Different	0.791807250049109
Same	0.290696589646318
Different	0.524676039123427
Same	0.0813611204568878
Same	0.855924474355067
Different	0.08881190461025
Same	0.101862974470609
Different	0.847567886415005
Different	0.266251127254576
Different	0.190778852039041
Same	1.97404202185376
Different	0.00304089159622724
Same	0.724116234807988
Different	0.838061235444558
Same	0.311091628383024
Different	0.427578444758678
Same	1.66137213113514
Same	0.620974811276996
Same	0.639698998842815
Different	1.02957415367339
Same	0.571147824833903
Different	2.66656968878751
Different	0.225727643347022
Same	0.977372185344202
Same	0.436876897998357
Different	1.42440408712076
Different	1.12227321405173
Same	1.92167652206621
Same	0.102405325371776
Same	2.71495133560816
Different	1.18053842136912
Same	0.416703683007484
Same	0.464682999431334
Different	1.37195922727888
Different	0.78093317940961
Different	1.1744760792796
Same	0.137380948089608
Same	0.175314398473142
Same	0.593856559111712
Same	1.12117224879342
Different	1.88575994017858
Same	1.27555699365023
Different	0.651129379960697
Different	1.46025832849123
Different	0.000837678538184297
Same	0.204418913586779
Different	0.765051353477657
Same	0.0557790059789523
Same	0.0273063425690824
Different	0.749781548143414
Different	1.24285613344747
Different	0.1881338224279
Same	1.31928777431992
Different	0.349505583249157
Same	0.00251588592746044
Different	1.03055479292903
Same	0.0826317913426774
Same	0.13752873340688
Different	1.06521111102354
Same	0.238629446767365
Same	0.197077755444393
Different	0.460709558443976
Same	0.212269920178297
Different	0.614717726736929
Different	0.00426117280413206
Different	0.00265160976264292
Different	0.00291153749270596
Different	0.00358261681596061
Same	8.36006397827387
Different	1.9642996309485
Same	0.00320524636338497
Same	0.00241878859142339
Same	0.00140198011754809
Same	0.00157282304577803
Same	1.18809566299204
Same	0.236852487426248
Different	2.51675169006455
Different	2.19216923212063
Different	0.642552312932313
Same	1.91435725977415
Different	0.132834251486578
Same	0.197571291517768
Same	0.523333971396854
Different	1.84498654900584
Different	1.85000450567586
Same	0.127390236378226
Different	0.410490335721194
Different	1.11636698905251
Different	0.353579553544182
Different	0.485910345002555
Same	0.375771392764937
Different	1.48327455660182
Different	0.45397521424523
Same	0.504816966117917
Different	0.697579071271495
Same	0.147361053199275
Same	0.526273380147112
Different	1.18369250906559
Different	1.24298358676385
Same	0.230825109223413
Different	1.92618433772169
Different	0.681917068478786
Same	0.522566011348727
Same	1.55795564306626
Different	0.39940665179263
Different	0.100276226853628
Different	0.702036427674756
Different	1.51305665687839
Different	1.25789848600006
Same	0.170795279034578
Different	1.05521634280476
Same	0.887259195936704
Same	0.211208552899733
Same	0.516396546766628
Same	0.503894037663531
Different	1.15722595366434
Different	0.907691754977427
Same	0.549676890440556
Different	1.04238226488112
Same	1.00786383532247
Different	2.04786025959593
Different	1.63962761358626
Same	1.4582069178714
Same	0.572238183490493
Same	1.73141883598626
Different	4.20896046985482
Same	0.729175583827381
Different	0.7971158884836
Same	0.278778262696355
Different	1.85539398008288
Different	1.07857692239651
Same	0.521313767323
Different	2.09113475245035
Same	5.39770527104176
Different	0.986238179752531
Different	2.1464085517154
Different	1.52579698699902
Same	0.100624123389972
Same	0.129689747630642
Different	0.249518256914532
Same	0.99377847688129
Same	0.20308088504091
Different	1.3823888259771
Different	0.675157575492195
Same	0.450286305366374
Different	0.62348311443829
Same	0.128455139190692
Same	1.5802570838381
Different	2.47589521912291
Different	0.376667136785582
Different	0.820647451104511
Different	1.24374623431336
Different	1.59220663192431
Different	0.40788888987321
Same	0.0234886730574533
Different	0.820455998210751
Different	0.839087199389509
Same	0.492089751163343
Different	0.834901285203827
Same	0.0613408061611551
Different	3.53165008330912
Different	1.01475240369692
Same	0.346696105079499
Different	1.38442402718411
Same	0.97051324956669
Same	1.59704945567772
Same	1.19687773592916
Different	0.205815308618146
Different	3.29955117512392
Same	1.13651595350908
Same	0.507837874689357
Different	1.28885256148043
Same	0.559410861609708
Same	2.7739282837998
Same	0.397353705940312
Same	0.202570775470986
Same	0.429393421302659
Same	1.214783936349
Different	0.724275221862057
Different	0.832288462054035
Different	0.44528211067592
Same	0.232649444718875
Same	1.54040808118433
Different	1.64481027610618
Different	0.295318620999422
Different	0.354473568110985
Same	0.432973502935801
Same	0.0901241204204156
Same	0.0969012061870243
Different	0.216028950834603
Same	2.30942913213158
Same	0.470993921411943
Same	0.898519879746965
Same	0.171669263016124
Same	0.0134555349392011
Different	0.40288634462036
Different	4.0669593002267
Different	2.12834319104221
Same	0.243079269741376
Same	0.82457913785185
Same	0.344312919176725
Different	2.09637220210582
Different	0.713772925269362
Different	0.193008331458776
Different	0.35323377832818
Same	0.24577127991878
Different	2.03620236477431
Different	1.43551668537917
Different	1.30570487013763
Same	0.308489475428255
Same	0.266562285944579
Same	1.90590167688472
Same	1.41418527810185
Same	0.905787267283312
Different	3.97285037796748
Different	0.758204338723848
Different	0.0443044824820222
Same	0.420004457462064
Different	2.52265506067804
Same	0.595136031029323
Same	1.15113307021908
Same	1.35489932424682
Different	0.620634855621072
Same	1.60226578240253
Same	1.07108646126842
Different	1.88601641998419
Same	1.48466331808949
Same	0.818467613942055
Different	5.09396653340665
Same	0.254144783760162
Different	0.814346595621299
Same	0.264025893920466
Different	1.66503078235539
Different	0.329901375869367
Different	0.339018554518162
Different	0.306915323990728
Same	0.915240126694902
Same	0.245250794666399
Same	0.906791542619543
Different	1.05037530364746
Same	0.256893307818638
Different	1.19282832867852
Different	0.557998337539938
Same	1.08698858567052
Same	0.955917151389441
Same	0.308894647613872
Same	0.721779246896168
Same	0.128554841246839
Same	0.348680010657336
Same	0.0561322576109317
Same	0.239238070884074
Different	1.30800117409141
Different	0.585999907647276
Different	0.868605616769966
Same	0.179243790856198
Same	0.396246376720971
Different	0.120888389525217
Different	3.44701853622632
Different	0.552338784454344
Different	2.01929671669132
Same	0.723324066596248
Same	1.47300666280163
Same	0.397157090032291
Same	3.63839885071229
Different	1.17216515445585
Same	0.631208060614326
Same	0.700168485983432
Same	0.0560247773801914
Same	0.00755530081024822
Same	2.16927678644986
Same	0.423377532565892
Same	0.176117219085283
Different	0.638231582115535
Same	0.772963171252354
Same	2.06950780127498
Same	0.728962037579459
Same	0.0725661263124874
Same	0.3979496973555
Same	0.39549663677152
Different	1.20607907078848
Same	0.152907598790906
Different	0.981229452835573
Different	0.812252779377025
Different	0.940317210321246
Same	0.930653640311204
Different	0.310453818066391
Same	0.00574948523783198
Same	0.15597007826022
Different	0.195773118973214
Same	0.643291101291243
Same	0.236938754453551
Different	0.433741064730904
Same	0.146439693063389
Different	1.51282281920649
Different	0.656404497420861
Same	0.0554576777416847
Different	0.275803464467907
Different	0.576331864259934
Same	0.691440830449361
Same	1.42375879681233
Same	0.333750622815273
Same	0.540774053048035
Same	0.109995409561032
Same	1.24931696810717
Same	1.25622257293224
Same	0.259081803306407
Same	0.579630984887798
Same	0.680964982421025
Same	0.264848259106985
Same	0.440161950473343
Same	2.5631468233959
Different	1.23696946960276
Same	0.110313607612566
Different	0.899392536970136
Different	2.07915764473861
Different	3.24538183066099
Same	3.20868305251454
Same	1.37833833501303
Same	0.988127317950728
Different	0.52358980592904
Different	1.08287498282781
Same	0.139477041353408
Different	1.20224709887438
Same	0.162976799354998
Different	0.153546323502065
Same	0.0554795980518963
Different	1.25847282117904
Same	1.95483999616337
Same	0.269325659245458
Different	3.89171773375202
Different	2.59057174075226
Same	0.0436044467686514
Same	0.664500769192933
Same	0.183231165995306
Same	0.0353383684965795
Different	4.61721071375209
Different	0.182333847489984
Different	1.34087282764008
Same	0.000674579869252052
Same	0.267819998951254
Same	0.344848906116868
Same	0.904611604666886
Same	1.30819025154001
Same	0.000257386868355222
Same	0.400939444427709
Same	0.622077897855651
Different	0.81305081106759
Different	1.2355492114987
Different	1.29946161579828
Different	1.57984696190502
Different	1.52167946282037
Same	0.383841602458618
Same	0.60163042836418
Same	0.248705718399276
Same	1.66696534577432
Same	1.46427813669467
Same	0.162190496614319
Same	0.550081699608793
Same	0.436404385038123
Same	0.00878085200877725
Different	1.19339642848109
Same	0.838621536834789
Different	2.93905375128345
Same	2.52094669069469
Different	0.777547826101337
Same	0.422140627048022
Different	0.3083943165208
Different	0.545213362083981
Same	0.880399561372277
Same	1.19040083109871
Same	0.00190421066323934
Same	0.836812085166376
Different	2.22708490598051
Same	1.73183249345325
Same	0.104505432511898
Same	0.628700371785256
Same	0.646648444288316
Same	1.38680212097533
Same	0.190356681029324
Same	0.723680657030781
Same	2.29716082947799
Same	0.081214749353185
Same	0.229231290538618
Same	0.273249394774259
Same	0.0442804408514622
Same	0.211903868729039
Same	1.18415849243439
